LATITUDE,LONGITUDE,DATE,TIME,cluster,MESSAGE
33.4219,-111.94,11/4/12,22:41:42,cluster1, pleas help affect hurricane Sandi mani people lost home every 
31.2237,-85.3934,11/2/12,17:17:28,cluster1, pleas help hurricane Sandi relief effort visit text recross
22.535965,-46.639284,11/3/12,0:23:07,cluster2, use hashtag spread word benefit concert help hurricane victim
39.9516,-75.1638,11/5/12,16:20:53,cluster3, donat hurricane relief fund assist red cross call thru riding
39.9516,-75.1638,11/3/12,15:09:26,cluster2, donat hurricane Sandi relief fund
22.535965,-46.639284,11/3/12,0:18:19,cluster2, hurricane relief benefit concert begin  concert help rais money
44.2897,-79.8886,10/30/12,14:54:24,cluster3, pleas help red cross respond affect hurricane Sandi  make donat today
9.082,8.67528,10/31/12,20:27:00,cluster1,help respond affect hurricane Sandi text
22.535965,-46.639284,11/2/12,19:31:18,cluster1, sponsor low jimmy work help affect hurricane Sandi
22.535965,-46.639284,11/2/12,16:31:31,cluster1, join support relief effort hurricane victim visit
22.7187,71.6377,11/3/12,2:34:48,cluster2, pleas help affect hurricane Sandi call differ
22.535965,-46.639284,11/3/12,13:25:47,cluster2, watch hurricane Sandi come people hurt help little least text recross
33.415,-111.823,11/5/12,18:01:01,cluster1, help hurricane Sandi victim look extreme semi
22.535965,-46.639284,11/3/12,0:58:20,cluster3, pleas text red cross make donat victim hurricane Sandi NBC concert pleas between
-14.235,-51.9253,11/4/12,1:30:49,cluster2, thank everyone help  bring relief victim hurricane want donat 
37.0902,-95.7129,11/3/12,0:57:04,cluster2, text recross make donat affect hurricane Sandi
22.535965,-46.639284,11/5/12,14:52:00,cluster2, still donat volant hurricane check  page would want help
22.535965,-46.639284,11/4/12,16:51:41,cluster1, hey help affect txt recross goe
22.535965,-46.639284,11/7/12,22:16:49,cluster1, help hurricane Sandi bring whaten  klingbeil hall across camp center 
22.535965,-46.639284,11/3/12,4:43:33,cluster2, help donat supply nyed impact hurricane Sandi info
22.535965,-46.639284,10/31/12,3:04:51,cluster1, pleas  together let help great need help hurricane Sandi victim abc news
43.8041,-120.554,11/1/12,6:58:46,cluster3, text donat red cross relief effort hurricane
22.535965,-46.639284,10/30/12,16:32:39,cluster3, jim messina ask red cross donat help victim hurricane
32.7811,-96.7971,11/3/12,13:48:27,cluster2, join  support hurricane Sandi relief effort
39.7551,-104.988,11/5/12,18:21:40,cluster1, help hurricane Sandi til noon hotline open
22.535965,-46.639284,10/31/12,17:12:12,cluster2, everyone affect hurricane thought help people donat
22.535965,-46.639284,11/4/12,23:15:28,cluster2, people donat hurricane Sandi victim help power pleas
22.535965,-46.639284,11/3/12,19:59:03,cluster2, cloth drive Levittown pleas bring old cloth donat people affect hurricane Sandi
37.6513,-91.8612,11/2/12,18:40:42,cluster1,pleas  help affect hurricane take moment
22.535965,-46.639284,11/5/12,15:29:09,cluster2, every between donat hurricane Sandi victim
40.7561,-73.987,11/3/12,0:57:49,cluster3, help victim people hurricane check red cross website call dona
22.535965,-46.639284,10/30/12,20:32:40,cluster2, love every between tweet sugardvd donat hurricane
37.0902,-95.7129,10/30/12,17:03:26,cluster2, help folk hurricane text recross make donat visit
43.728,-79.3778,11/4/12,23:43:15,cluster1, look volant tuesday rais fund hurricane relief
22.535965,-46.639284,11/3/12,20:05:25,cluster2, pleas everyone  adam today donat cloth blanket lost every hurricane
22.535965,-46.639284,11/6/12,2:28:44,cluster2, hey text recross donat hurricane Sandi victim together
38.627,-90.1994,11/3/12,2:08:01,cluster2, recross donat recross hurricane restore shore rest
34.9727,-105.032,11/3/12,2:00:29,cluster2, help  east coast pleas text recross donat hurricane Sandi
42.3589,-71.0578,11/3/12,3:46:58,cluster2, pleas text recross donat help hurricane Sandi victim 
40.7561,-73.987,11/3/12,3:23:53,cluster2, help impact hurricane visit text word recross
22.535965,-46.639284,11/2/12,5:46:04,cluster1, appl made easy concern citizen help victim hurricane Sandi via link Ithun
34.0007,-81.0348,10/31/12,21:30:50,cluster3, hey red cross with take donat hurricane Sandi relief alway come
40.7561,-73.987,11/2/12,22:41:45,cluster1, hurricane Sandi relief benefit help rais money hot
34.2329,-102.411,11/6/12,1:45:28,cluster1,  support fund raiser hurricane Sandi victim
40.0583,-74.4057,11/5/12,0:07:30,cluster1, join  paul miller BMW rte way  hurricane relief drive collect 
40.7561,-73.987,11/4/12,12:56:56,cluster1, hurricane Sandi relief effort via great EASI effect way
42.2774,-83.7333,11/2/12,14:46:42,cluster1, attn help support donat hurricane relief link
22.535965,-46.639284,11/3/12,0:26:34,cluster2, help hurricane relief effort text give donat
22.535965,-46.639284,10/28/12,13:49:01,cluster3, check hurricane app american red free phone info 
22.535965,-46.639284,11/3/12,2:00:57,cluster3, lend hand hurricane Sandi relief donat directly Ithun  directly red 
22.535965,-46.639284,11/1/12,0:21:36,cluster2, east coast need help damage hurricane text recross make donat hot
51.9194,19.1451,11/3/12,19:20:49,cluster2,take one text message make text make donat hurricane
38.9378,-92.3343,10/30/12,13:59:09,cluster2, text word recross donat red effort help victim hurricane Sandi
22.535965,-46.639284,10/30/12,23:50:08,cluster2, donat help hurricane Sandi victim via
44.7833,-122.22,10/30/12,16:05:23,cluster3, red cross deeper need help hurricane cancel hunder blood drive
46.0944,-64.7752,11/3/12,14:57:33,cluster3,hurricane help need pleas make gift american red cross right
40.7561,-73.987,11/3/12,0:37:17,cluster2, pleas check site donat individu affect hurricane Sandi thank
37.0902,-95.7129,11/5/12,6:47:12,cluster1, check art book auction hurricane Sandi relief
37.0902,-95.7129,11/4/12,5:55:03,cluster2, ferrel tweet every  donat relief effort hurricane
22.535965,-46.639284,11/7/12,23:48:05,cluster1, help hurricane Sandi relief thought everyone affect hurricane Sandi last
37.4042,-79.1547,11/5/12,16:57:46,cluster1, great poot meet game make differ relief attend
40.7561,-73.987,10/30/12,14:31:10,cluster1, hurricane relief fund set prepare help need
22.535965,-46.639284,11/3/12,22:07:23,cluster3, pleas donat american red cross help victim hurricane Sandi text recross made
46.2276,2.21375,11/2/12,22:22:25,cluster2, peanut text recross donat hurricane Sandi victim help also 
22.535965,-46.639284,10/30/12,21:55:02,cluster2, help devast hurricane text recross donat relief effort
22.535965,-46.639284,11/5/12,17:47:34,cluster2, come gamma phi donat blood victim hurricane
30.1618,-95.5089,11/1/12,3:51:05,cluster1, hurricane Sandi relief learn help
22.535965,-46.639284,10/31/12,2:19:09,cluster3, check hurricane prove  red cross dikast relief fund
32.2988,-90.1848,11/2/12,21:35:31,cluster3, help make finance donat red cross help affect hurricane Sandi  
22.535965,-46.639284,10/30/12,3:53:10,cluster1, volant hurricane Sandi shelter storm
22.535965,-46.639284,11/5/12,19:28:53,cluster2, anyon know want donat hurricane let know end month
40.9549,-74.6603,11/5/12,4:30:26,cluster1, would like contribute need good hurricane Sandi relief occupy Sandi set amazon hot
22.535965,-46.639284,10/30/12,16:33:59,cluster1, help hurricane Sandi victim text recross give directly dikast relief
22.535965,-46.639284,11/1/12,14:18:50,cluster1, Hackathorn help hurricane victim sunday
39.1977,-121.249,11/5/12,19:51:30,cluster1, hey tweel join effort help victim hurricane Sandi
40.6067,-74.1624,11/2/12,4:10:16,cluster1, page Staten island pet Sandi ask people show supply
39.1145,-84.5487,11/3/12,7:52:09,cluster2, check benefit concert hurricane victim text recross make
22.535965,-46.639284,11/1/12,18:00:19,cluster1, awesome collect theme plugin help rais money victim hurricane
33.6316,-117.606,11/1/12,19:05:10,cluster1, prospect anthony biretta tri help rais money island park hurricane victim link
41.3879,2.16992,11/4/12,18:20:35,cluster1, hey anorth way help hurricane relief effort where girl http
22.535965,-46.639284,11/5/12,17:28:36,cluster1, want help suffer hurricane join
22.535965,-46.639284,11/2/12,23:47:00,cluster1, wesleyan ground deli water supply text give hurricane 
43.3245,-79.7961,11/3/12,3:50:59,cluster2, text recross make donat hurricane relief pleas
22.535965,-46.639284,11/3/12,3:43:38,cluster2, hurricane Sandi benefit bruce Springsteen  text recross donat pone 
22.535965,-46.639284,11/4/12,17:54:38,cluster2, help support hurricane Sandi relief effort friend profit donat
40.7427,-84.1133,11/2/12,21:11:49,cluster1, watch hurricane Sandi relief benefit concert tonight  help rais money
22.535965,-46.639284,11/1/12,6:05:16,cluster2, donat help victim hurricane text recross pleas pass
38.8273,-77.0879,11/5/12,22:57:11,cluster1, help hurricane get one hell covers piece
22.535965,-46.639284,11/1/12,23:44:28,cluster1, help devast hurricane lack bare tri pathol charity
38.7422,-108.069,11/3/12,1:53:23,cluster2, pleas text recross donat hurricane relief effort 
22.535965,-46.639284,11/4/12,4:53:53,cluster2, pleas help victim hurricane every  donat hurricane Sandi
22.535965,-46.639284,11/3/12,0:55:41,cluster2, everyone text recross donat victim hurricane Sandi
22.535965,-46.639284,11/5/12,18:37:34,cluster1, help victim hurricane Sandi last hurricane Sandi hit 
30.1752,-95.5089,11/5/12,23:50:00,cluster1, pleas contribute storm relief contribute text word hurricane tha
22.535965,-46.639284,11/7/12,17:36:19,cluster2, join  next friday novem hurricane relief fundraise donat door get
25.2711,55.3075,11/4/12,21:45:31,cluster2, would like donat  hurricane help
29.6521,-82.3393,11/2/12,21:51:36,cluster1, help rais fund hurricane Sandi victim share photo friend Facebook every 
39.0167,-77.0239,11/2/12,19:23:41,cluster3, donat red cross hurricane relief great way balance bad thing done
22.535965,-46.639284,11/4/12,6:09:33,cluster3, every  get donat red cross hurricane Sandi victim
40.7292,-75.2479,11/3/12,0:15:00,cluster2, watch hurricane come together donat relief effort text recross
40.7209,-74.0814,11/5/12,12:10:16,cluster2, fantast list organ accept donat hurricane courtesy
22.535965,-46.639284,10/30/12,14:28:18,cluster2, every follow donat rebuild common damage hurricane Sandi pleas 
22.535965,-46.639284,10/30/12,20:46:44,cluster2, every follow between donat hurricane Sandi relief pleas
22.535965,-46.639284,10/30/12,17:39:26,cluster2, follow  donat hurricane help rebuild damage common hurricane Sandi 
22.535965,-46.639284,11/5/12,0:28:57,cluster2, text recross donat victim hurricane  bless beyond
34.0522,-118.243,10/30/12,16:48:25,cluster2, help anim affect hurricane donat dikast relief
22.535965,-46.639284,10/28/12,21:01:46,cluster1, help hurricane Sandi victim
42.6762,-71.423,10/30/12,20:26:23,cluster1, help hurricane Sandi victim pleas send 
22.535965,-46.639284,10/30/12,21:24:14,cluster1, take support hurricane Sandi relief effort
22.535965,-46.639284,11/3/12,2:12:18,cluster3, every new like NBC connecticut  page donat red cross hurricane Sandi relief pleas http
22.535965,-46.639284,11/7/12,22:07:45,cluster1, embrace east coast spirit join hurricane Sandi relief effort read honest help
22.535965,-46.639284,11/4/12,18:17:49,cluster1, way help impact hurricane Sandi every little bit make 
22.535965,-46.639284,11/1/12,20:49:44,cluster1, want help hurricane Sandi relief place would glad
42.4072,-71.3824,11/6/12,1:48:47,cluster1, love good roundup ever hurricane Sandi food fundraise roundup
22.535965,-46.639284,11/3/12,1:18:16,cluster2, thank watch hurricane come together pleas donat
22.535965,-46.639284,11/3/12,0:40:11,cluster2, pleas help hurricane victim text recross make donat     
22.535965,-46.639284,11/1/12,22:49:48,cluster2, good info donat latter tweet  help anyway  support hurricane relief effort 
40.7561,-73.987,11/1/12,21:57:02,cluster3, start make donat red cross hurricane relief every Hannaford local
51.5002,-0.126236,10/31/12,18:45:00,cluster3, join support hurricane Sandi relief effort give american red cross
35.0636,-85.2548,11/3/12,2:17:33,cluster2, text recross donat victim hurricane Sandi between someone els
40.331,-76.5099,11/7/12,12:17:49,cluster1, collect hurricane Sandi victim ray catena Merced Benz edison 
22.535965,-46.639284,11/4/12,18:04:46,cluster1, hurricane Sandi food fundraise roundup
40.7561,-73.987,10/30/12,17:19:15,cluster2, donat help hurricane Sandi victim
32.1574,-82.9071,11/4/12,19:50:23,cluster1, join hurricane relief find great book help
36.7783,-119.418,10/30/12,19:17:46,cluster2, mufuckin water got turn struggling donat hurricane Sandi relief bath
34.2329,-102.411,11/3/12,1:04:51,cluster2,text donat help recovery hurricane Sandi let also continue prayer
40.7561,-73.987,11/5/12,13:31:52,cluster1, make call help victim hurricane
27.6648,-81.5158,11/5/12,12:54:03,cluster2,donat help suffer hurricane 
38.8921,-77.0241,10/30/12,15:12:34,cluster1, text Sandi give hurricane relief globalgiv
22.535965,-46.639284,11/3/12,1:03:42,cluster2, pleas help donat text recross help hurricane Sandi victim pleas
22.535965,-46.639284,10/30/12,0:20:04,cluster1, hurricane dikast relief effort need help  text recross thank
40.0583,-74.4057,11/2/12,13:51:50,cluster1, hurricane Sandi hit new via text word recross 
40.7561,-73.987,11/4/12,16:19:02,cluster1, lot help still need volant hurricane Sandi relief east coast
40.7561,-73.987,11/2/12,20:17:22,cluster1, volant hurricane Sandi relief update weekend Staten island
22.535965,-46.639284,11/1/12,16:37:00,cluster1, volant hurricane Sandi relief east coast lot way
-14.235,-51.9253,11/1/12,23:51:03,cluster1, volant hurricane Sandi relief follow hashtag
39.5501,-105.782,10/30/12,14:06:00,cluster3, schedule blood donat donat fund red cross help hurricane
22.535965,-46.639284,10/30/12,23:56:50,cluster2, blood donat volant help hurricane Sandi
22.535965,-46.639284,11/2/12,17:27:39,cluster1, book fair novem rais fund hurricane Sandi
36.1774,-94.5296,11/3/12,0:13:53,cluster2, care package hurricane Sandi survivor need battery want
22.535965,-46.639284,11/7/12,17:37:17,cluster1, join hurricane Sandi relief effort pure motive tomorrow lobby
28.5494,-81.7729,11/2/12,0:18:06,cluster3, buy fuji bike donat hurricane Sandi american red cross relief effort http
22.535965,-46.639284,11/1/12,21:13:16,cluster3, lot fan affect hurricane Sandi text recross give american red cro
22.535965,-46.639284,11/1/12,9:59:58,cluster3, Julia donat red hurricane Sandi relief effort every click link get hot
40.7561,-73.987,11/2/12,11:36:14,cluster1, hurricane Sandi relief effort round way help
35.7596,-79.0193,10/31/12,16:40:13,cluster3, hey everyone find local red cross give blood EASI way help hurricane Sandi victim 
40.6752,-73.971,11/5/12,3:27:12,cluster1, help hurricane dog cat prospect park brooklynbark dog walker conjunct wit
22.535965,-46.639284,11/2/12,20:18:15,cluster1, pleas get donat every tee Purchas victim
22.535965,-46.639284,11/5/12,18:47:58,cluster1, give shop help hurricane Sandi relief fund via
31.545,74.3407,11/3/12,1:25:00,cluster2, text recross make donat deeper need due hurricane make differ
22.535965,-46.639284,11/5/12,0:11:00,cluster1, ippon join thousand download Lockist help hurricane Sandi relief effort northeast
22.535965,-46.639284,11/5/12,2:42:24,cluster2, pleas donat hurricane Sandi victim text convoy
32.1574,-82.9071,11/5/12,13:55:46,cluster1, hurricane Sandi relief pleas help
36.7783,-119.418,11/3/12,22:00:08,cluster2, drink every margarita donat help aid hurricane Sandi victim
39.4702,-0.376805,11/4/12,3:40:25,cluster2, help victim hurricane Sandi call donat text
34.0522,-118.243,11/4/12,16:51:55,cluster2, hey everyone not forget text recross donat hurricane Sandi dikast relief
31.3036,-89.3123,10/30/12,20:06:46,cluster2, help victim hurricane Sandi right text word response give dimmed donat
43.4143,-106.273,10/31/12,17:15:21,cluster1, help people affect hurricane Sandi get back feet support nonprofit proved pale
34.5285,69.1717,11/2/12,15:10:49,cluster3, american red cross dikast relief fund time need help victim hurricane 
29.9918,-95.3927,11/3/12,3:52:30,cluster2, live call volant islam relief support hurricane Sandi shelter
40.7561,-73.987,11/2/12,18:08:16,cluster1, collect can etc hurricane victim local area long
22.535965,-46.639284,11/7/12,21:00:16,cluster1, give away pass screen sun benefit save children hurricane
22.535965,-46.639284,11/3/12,4:13:44,cluster2, item mail hurricane Sandi relief Jacobi lutheran church ave Brooklin
22.535965,-46.639284,11/2/12,16:17:02,cluster1, Ithun eBay among multiple way donat money hurricane Sandi relief effort read
38.5737,-121.487,11/2/12,16:30:50,cluster1, pleas help hurricane Sandi relief effort every little bit
35.9666,-83.9244,11/1/12,12:52:02,cluster3, would like donat news american red cross hurricane relief telethon call
22.535965,-46.639284,11/4/12,16:16:40,cluster3, donat american red cross hurricane Sandi victim text recross ply 
22.535965,-46.639284,11/5/12,7:33:38,cluster2, donat via smartphone hurricane Sandi relief  give
55.3781,-3.43597,11/5/12,14:12:54,cluster1, great way relief
40.4384,-80.0019,11/2/12,16:08:21,cluster3, donat help hit hurricane work red cross
22.535965,-46.639284,10/31/12,14:54:25,cluster2,text donat phone bill help survivor hurricane Sandi
33.7545,-84.3897,11/5/12,21:34:21,cluster2, join global ambassador donat today support fund HNC hurricane Sandi relief
42.8107,-73.9418,11/2/12,22:43:23,cluster1, advantage transport dikast relief merchandise drive hurricane victim
28.5532,-81.3644,11/5/12,22:47:10,cluster1, help hurricane victim send book
22.535965,-46.639284,11/1/12,16:41:31,cluster2, still look donat hurricane Sandi relief fund pleas help
22.535965,-46.639284,11/3/12,0:22:46,cluster2, help need hurricane Sandi
37.0902,-95.7129,11/5/12,23:12:33,cluster1, want help hurricane Sandi wed registry make super EASI
37.0902,-95.7129,11/5/12,14:01:14,cluster1, jewish group offer mani way help hurricane relief effort
22.535965,-46.639284,11/5/12,18:02:35,cluster1, help Delicia karma support relief effort hurricane Sandi
22.535965,-46.639284,10/31/12,21:24:54,cluster1, hope  come comedy benefit  help victim hurricane Sandi goe red hot
40.3075,-76.5957,11/3/12,22:20:21,cluster2, Floyd mayweath bet million football game today text recross donat hurricane
22.535965,-46.639284,11/2/12,19:13:46,cluster1, ben donat every ticket sold Phillie  show hurricane Sandi recovery effort
41.6032,-73.0877,11/1/12,20:59:43,cluster2, donat hurricane Sandi relief fund opportune talk call
22.535965,-46.639284,11/6/12,17:32:17,cluster2, join  donat help hurricane
39.9516,-75.1638,11/3/12,18:50:34,cluster2,  Jeremie Madlin film Psa org fan help hurricane Sandi relief effort pleas help
31.9525,-102.173,11/3/12,1:38:37,cluster3, red cross hurricane Sandi relief fund pleas donat
40.7561,-73.987,11/3/12,16:25:49,cluster3, NYC marathon sell apparel prove  red cross hurricane Sandi victim
22.535965,-46.639284,11/5/12,13:29:21,cluster2, join donat relief fund relief recovery
37.0902,-95.7129,11/3/12,0:45:32,cluster2, ply text word recross make donat help victim hurricane Sandi make differ
22.535965,-46.639284,11/3/12,0:34:36,cluster2, head NYC pleas help hurricane Sandi relief benefit concert tonight
22.535965,-46.639284,11/1/12,23:22:24,cluster2, creeper ask text recross phone donat hurricane relief
22.535965,-46.639284,11/3/12,0:57:12,cluster2, EASI donat victim hurricane   recross site wha
22.535965,-46.639284,11/3/12,23:48:24,cluster2, creep guy ever give phone put number text recross donat hurricane 
22.535965,-46.639284,11/1/12,22:40:35,cluster1, text respond give relief help proved aid need 
22.535965,-46.639284,11/2/12,20:21:42,cluster1, help family struggle dikast text respond give
50.7391,-2.33823,10/30/12,18:06:18,cluster2, every between get donat hurricane Sandi fund
52.4543,-2.23505,11/3/12,15:12:14,cluster3, donat help victim hurricane recross give american red cross dikast relief 
40.0583,-74.4057,11/3/12,0:48:31,cluster2, donat hurricane Sandi victim tomorrow church across ocean medic center
40.4384,-80.0019,11/2/12,23:58:13,cluster1, help hurricane Sandi enjoy playlist artist appear tonight
64.1641,-140.339,11/1/12,18:18:24,cluster1, push next week help rais money hurricane Sandi victim human
22.535965,-46.639284,10/31/12,2:21:31,cluster1, pleas red Sandi assist
40.3643,-74.9513,11/3/12,0:27:09,cluster2, pleas donat recross drive help hurricane Sandi
46.5149,-84.358,11/3/12,12:19:34,cluster2, hurricane Sandi relief cell phone text donat give text recross give
22.535965,-46.639284,11/2/12,2:00:43,cluster1, join text storm give proved aid affect hurricane
22.535965,-46.639284,11/5/12,21:13:43,cluster3,red cross hurricane Sandi relief handmaid ear cicinspirem
39.767,-86.1563,10/30/12,15:56:24,cluster1, want help affect hurricane CDCF philanthropy service team
22.535965,-46.639284,11/3/12,0:52:47,cluster2, text donat hurricane
30.2687,-97.7452,10/31/12,2:02:08,cluster3, text send money red cross support relief effort thing like hurricane Sandi
22.535965,-46.639284,11/1/12,0:53:40,cluster3, support hurricane relief pleas consed donat american red cross dikast word
22.535965,-46.639284,11/3/12,1:05:42,cluster2, prayer  suffer call make donat need foo
22.535965,-46.639284,10/31/12,21:43:40,cluster2, hurricane pleas donat realtor relief found goe 
22.535965,-46.639284,11/3/12,22:53:30,cluster2,join support hurricane Sandi relief text donat
22.535965,-46.639284,11/3/12,0:18:18,cluster2,   donat people affect hurricane Sandi text recross donat call
44.7551,-85.5953,11/1/12,14:34:39,cluster2, accept donat today help hurricane victim
38.8921,-77.0241,11/5/12,17:02:47,cluster1, tri cranberry shake good stuff help hurricane Sandi relief effort prove benefit
35.8408,-93.6015,10/30/12,21:09:34,cluster2, check tip  donat relief recovery
37.1765,-3.59793,10/31/12,18:38:45,cluster3,  ray cold donat red cross hurricane Sandi relief every Julia link click 
22.535965,-46.639284,11/5/12,19:20:19,cluster2, donat help  help hurricane Sandi victim text write recross Bodi  text
39.9516,-75.1638,11/3/12,13:27:55,cluster2,  join telethon hurricane relief
35.5175,-86.5804,11/7/12,18:47:02,cluster3, red cross collect fund help relief hurricane Sandi would like help
22.535965,-46.639284,10/30/12,19:37:44,cluster2, help new yorker affect text make donat
34.0522,-118.243,11/3/12,1:01:15,cluster2, sat thing one cell phone text recross donat buck hurricane Sandi
39.9613,-76.7316,11/3/12,0:52:56,cluster2,pleas consed donat help family affect hurricane text
37.7752,-122.419,11/2/12,21:18:22,cluster1, thought prayer  victim hurricane pleas donat donat 
52.8663,-1.2052,10/30/12,18:20:54,cluster2, would like help affect hurricane donat
39.9613,-76.7316,11/7/12,20:28:27,cluster2, caplin alum offer download neptune city donat  hurricane Sandi relief effort
43.4143,-106.273,10/31/12,12:21:56,cluster3, thought prayer impact hurricane Sandi support red cross relief effort text recross 
33.7515,-84.7477,10/30/12,14:44:01,cluster1, help new york volant shelter via
36.7783,-119.418,11/5/12,15:14:10,cluster1, call help affect hurricane already rais
40.7499,-73.988,10/31/12,0:36:33,cluster1, help hurricane
22.535965,-46.639284,11/6/12,3:52:12,cluster1, help effect hurricane get great shirt buy relief prove
27.6648,-81.5158,11/5/12,16:18:47,cluster1, join abc aid hurricane Sandi victim via
34.0522,-118.243,11/3/12,23:34:51,cluster2, house  bushwack mauler collect donat hurricane relief
42.0834,-71.0184,11/5/12,0:15:37,cluster3,red cross need help hurricane Sandi victim ten dollar donat would  long way text
-33.5534,-70.6,11/4/12,20:24:20,cluster2,donat hurricane Sandi relief text
19.1045,72.8269,11/5/12,17:26:23,cluster2, pleas help hurricane Sandi victim need food donat see attach
40.6752,-73.971,11/3/12,0:13:18,cluster2, people area fundraise concert 
39.9516,-75.1638,11/5/12,16:39:37,cluster2, donat accept victim hurricane Sandi pleas visit drop blanket
37.0902,-95.7129,10/31/12,16:04:21,cluster1,  keep tweet  hurricane Sandi relief help spread word get aid
22.535965,-46.639284,11/2/12,23:35:40,cluster3, bookrix donat book red cross help support affect hurricane Sandi see detail 
22.535965,-46.639284,10/31/12,16:47:03,cluster2,donat hurricane pleas make check make sure get 
22.535965,-46.639284,10/31/12,16:14:36,cluster2, intern rescue committed take donat victim hurricane Sandi text rescue dona
22.535965,-46.639284,11/4/12,18:18:02,cluster1, not forget text recross help affect hurricane Sandi
22.535965,-46.639284,11/2/12,19:34:54,cluster3, donat red cross hurricane dikast relief send confirm via email
22.535965,-46.639284,11/3/12,17:31:39,cluster2,text recross text donat people suffer hurricane
22.535965,-46.639284,10/30/12,17:01:28,cluster1, NYC want hurricane Sandi relief effort goodnik neetup
55.3781,-3.43597,11/2/12,11:21:22,cluster1, spare text recross give american dikast relief help affect hurricane Sandi
22.535965,-46.639284,11/3/12,0:20:34,cluster2,come call text recross visit
37.7043,-85.8712,11/3/12,0:49:56,cluster2, want help hurricane Severn valley bapt  show Particia
35.4714,-77.4226,11/3/12,11:34:08,cluster2,  pleas help hurricane Sandi relief effort text recross give
34.0522,-118.243,11/2/12,19:57:13,cluster1, pleas help area effect hurricane Sandi team member
22.535965,-46.639284,10/30/12,20:45:28,cluster1, help rais money effect between
33.6966,-78.8942,11/3/12,0:56:55,cluster3, pleas text red cross help affect hurricane 
22.535965,-46.639284,10/30/12,21:26:44,cluster2, every time tweet donat hurricane relief definite 
40.9382,-73.8321,10/31/12,16:18:55,cluster2, friend look way donat hurricane check
34.0522,-118.243,11/3/12,0:38:00,cluster2, hey could  help effect hurricane Sandi text word recross make donat 
25.7965,-80.2756,11/1/12,14:31:10,cluster1, help kid affect hurricane relief effort give via
55.3781,-3.43597,11/3/12,16:22:52,cluster2, way help hurricane Sandi relief effort via
40.622,-75.3602,11/2/12,16:29:17,cluster3, need help tomorrow game collect donat red cross take care hurricane victim
22.535965,-46.639284,10/30/12,19:47:22,cluster1, ablins  follow hurricane Sandi relief pleas
49.2636,-123.139,11/2/12,14:19:01,cluster1, hey weep want help hurricane reach folk need help stop
40.4173,-82.9071,11/1/12,21:24:40,cluster1,dear autopartsnerd look help victim hurricane Sandi offer every use code
40.7561,-73.987,11/3/12,1:23:46,cluster2, pleas help donat hurricane relief text recross
39.767,-86.1563,11/2/12,3:27:33,cluster3, pleas help donat red cross hurricane Sandi relief
40.7561,-73.987,11/3/12,2:17:19,cluster2, help hurricane Sandi victim new york city chinatown
22.535965,-46.639284,11/4/12,17:24:31,cluster2, everyone  donat red school house road  victim hurricane
40.6331,-89.3985,10/30/12,20:50:56,cluster3, today Obama campaign send anorth email ask donat red cross hurricane Sandi
39.9613,-76.7316,11/1/12,19:10:55,cluster1, aia pledge help hurricane Sandi recovery find
25.7238,-80.221,11/3/12,0:37:42,cluster3, watch hurricane Sandi telethon pleas give    red cross chapter get drain
36.1589,-86.7821,11/2/12,6:22:08,cluster1, donat help victim hurricane Sandi usself Lil something  process charity
22.535965,-46.639284,11/3/12,1:00:23,cluster2, pleas text donat dikast relief hurricane Sandi call
22.535965,-46.639284,10/31/12,18:03:34,cluster3, make donat american red cross relief hurricane Sandi Amway match
22.535965,-46.639284,10/30/12,20:38:34,cluster2, two Obama beg support make call romney ask support donat hurricane victim
22.535965,-46.639284,11/7/12,23:36:52,cluster2, want help hurricane relief cardmemb donat  charity
46.2276,2.21375,10/31/12,18:49:36,cluster2, volant donat help victim hurricane Sandi via
22.535965,-46.639284,11/3/12,14:56:44,cluster2,north football player meet behind john deer  west old hit dog today unload supply hurricane relief
22.535965,-46.639284,11/2/12,21:07:46,cluster1,text help dikast relief hurricane donat
22.535965,-46.639284,10/30/12,15:43:23,cluster3, would like donat red cross help affect hurricane pleas
22.535965,-46.639284,10/30/12,17:20:16,cluster3, look way help affect hurricane pleas visit red cross
-38.4161,-63.6167,11/4/12,19:40:17,cluster1,make differ pleas help affect hurricane Sandi Jon bonjovi
22.535965,-46.639284,11/3/12,17:37:11,cluster2, buy book help hurricane relief effort author donat royalty charity
22.535965,-46.639284,11/5/12,4:41:42,cluster1, Particia abc tomorrow help hurricane Sandi
22.535965,-46.639284,11/7/12,18:37:12,cluster2, help aid relief accept donat affect hurricane  
22.535965,-46.639284,11/3/12,22:59:11,cluster3, farmer market throughout bay area collect red cross donat help victim 
22.535965,-46.639284,11/5/12,16:43:05,cluster1, help spread word day give hurricane Sandi relief effort call text abc
22.535965,-46.639284,11/2/12,13:00:28,cluster1, help hurricane Sandi victim
22.535965,-46.639284,11/5/12,19:15:24,cluster1, help proved new book children affect hurricane
22.535965,-46.639284,11/2/12,1:40:06,cluster1, graffiti artist art show benefit victim hurricane Sandi contact 
39.0992,-84.5175,11/5/12,21:00:47,cluster1, pleas share help hurricane Sandi opportune get organ help Sandi
22.535965,-46.639284,11/2/12,2:00:30,cluster1, help hurricane Sandi click
32.7549,-97.3303,11/2/12,21:50:57,cluster1, want help victim hurricane
41.7481,-74.0851,11/2/12,17:27:16,cluster1,rout Sandi relief fund cafe
8.3,-64.85,11/6/12,2:18:05,cluster2,prayer  everyone affect hurricane Sandi donat via
